,level_0,index,song,artist
1945,1360,9011,hear me clearly,pusha t
1946,3522,2818,911 / mr. lonely,"tyler, the creator"
1947,96,9176,a case of you,prince
1948,1134,10694,forever country,"artists of then, now & forever"
1949,154,8969,smoke,don toliver
1950,4879,8399,need your love,gryffin
1951,4166,6290,raydar,jid
1952,2238,489,rake it up,yo gotti
1953,1094,4412,son of a sinner,jelly roll
1954,2538,10939,feeling good,avicii
1955,3235,10670,it's gonna be me,*nsync
1956,798,4873,fake,lauv
1957,1478,10094,salted wound,sia
1958,4069,6821,we both know,bryson tiller
1959,2554,2715,rap saved me,21 savage
1960,2998,7396,ball hard (ft. lil twist),lil wayne
1961,1400,7925,we strugglin',townhall
1962,1729,3604,la zona,bad bunny
1963,1884,5180,pet cheetah,twenty one pilots
1964,3498,1875,one number away,luke combs
1965,2149,5016,coupe,pop smoke
1966,1588,3966,black parade,beyoncé
1967,1357,1644,nightmare,halsey
1968,3715,10081,you send me,aretha franklin
1969,2234,6313,i'm ready for you,bryson tiller
1970,3319,7581,bacon,nick jonas
1971,1116,10777,all star,smash mouth
1972,1428,90,don't start now,dua lipa
1973,2172,5192,cranes in the sky,solange
1974,3629,4293,only you freestyle,headie one
1975,3368,9511,gummo  remix,6ix9ine
1976,1835,8873,i could be the one (avicii vs. nicky romero)  nicktim / radio edit,avicii
1977,4610,2929,metro spider,metro boomin
1978,3678,10714,i remember,alunageorge
1979,2672,7133,slay,yg
1980,1765,11059,wild ones,bahari
1981,3405,7657,more,halsey
1982,2518,9635,dream girl,ir sais
1983,4865,1173,stole the show,kygo
1984,2942,10034,tom sawyer,rush
1985,4869,9480,sad forever,lauv
1986,2392,6452,me dijeron,ozuna
1987,3639,5415,good as you,kane brown
1988,3623,4512,payday,doja cat
1989,42,4279,let it go,idina menzel
1990,813,6120,good day,twenty one pilots
1991,583,2898,gold roses,rick ross
1992,802,2405,not nice,partynextdoor
1993,3225,675,arms around you,xxxtentacion
1994,4617,4356,come this way,lil uzi vert
1995,337,10674,don't you need somebody,redone
1996,3457,9685,not nice,megan thee stallion
1997,932,7017,devil,cash cash
1998,1011,1357,jingle bells  remastered 1999,frank sinatra
1999,4443,3920,jump out the face,meek mill
2000,735,2910,ok ok,kanye west
2001,1675,7119,ignition / do you... (mashup),phoebe ryan
2002,172,1907,make me...,britney spears
2003,2559,8585,cracker island,gorillaz
2004,1354,4264,my girl,dylan scott
2005,4895,7855,who r u?,anderson .paak
2006,2076,3928,xanny family,future
2007,775,8206,eleanor rigby  remastered 2009,the beatles
2008,1748,3404,this is halloween,disney characters
2009,704,7453,do u dirty,kehlani
2010,4653,9372,tonight,summer walker
2011,3765,2303,slumber party,ashnikko
2012,3956,10210,mrs. bubblegum,tyga
2013,4151,7936,mary's boy child,harry belafonte
2014,3967,2607,eazy  drifting,g
2015,1280,2949,halfway off the balcony,big sean
2016,248,8975,riley from the boondocks,lil yachty
2017,4419,10975,don't worry,madcon
2018,3469,2404,happiness,taylor swift
2019,3243,5670,i put a spell on you,screamin' jay hawkins
2020,1088,505,this is america,childish gambino
2021,567,214,wake up in the sky,gucci mane
2022,587,1151,downtown,macklemore & ryan lewis
2023,1271,6041,three,future
2024,801,1649,crash and burn,thomas rhett
2025,1907,1192,the business,tiësto
2026,2068,8796,here comes santa claus (right down santa claus lane)  single version,bing crosby
2027,1804,9843,pieces of us,mark ronson
2028,244,5140,182  edging,blink
2029,175,10619,drugs,august alsina
2030,4041,6362,changed on me,fivio foreign
2031,1709,5161,og kush diet,2 chainz
2032,3651,7499,a guy walks into a bar,tyler farr
2033,1436,8556,something about you,hayden james
2034,967,9795,keeping score,dan + shay
2035,3103,1783,cheerleader  felix jaehn remix radio edit,omi
2036,2329,5792,134340,bts
2037,696,5937,i serve the base,future
2038,3545,11041,mistletoe,colbie caillat
2039,4149,10001,cry baby,the neighbourhood
2040,645,317,slide,calvin harris
2041,2372,10987,adventure,cheat codes
2042,3981,6243,200,future
2043,37,1987,welcome to the internet,bo burnham
2044,955,4000,carolina,harry styles
2045,2534,5374,greedy,ariana grande
2046,3397,3380,self,khalid
2047,886,6577,routine,wale
2048,2354,197,plug walk,rich the kid
2049,218,4263,are you with me,lost frequencies
2050,3111,7203,ocean,wiz khalifa
2051,3798,8545,out of your mind,french montana
2052,1837,779,t r a n s p a r e n t s o u l feat. travis barker,willow
2053,3089,9084,the bends,earl sweatshirt
2054,3152,2357,price on my head,nav
2055,2744,10306,drippy,young dolph
2056,3378,6928,up the river,future
2057,1821,9217,champagne problems,nick jonas
2058,3656,3172,set fire to the rain,adele
2059,2764,10433,talk,dj snake
2060,1107,10878,let you go,the chainsmokers
2061,3228,4171,make up,r. city
2062,1617,9923,let it sing,kevin gates
2063,3514,6029,bring me love,john legend
2064,814,8454,rmp,trippie redd
2065,2861,8247,what christmas means to me,hanson
2066,3520,1940,yo  she knows,ne
2067,266,8458,skating,vince guaraldi
2068,2246,1647,met gala,gucci mane
2069,315,10997,masterpiece,jessie j
2070,322,8165,shotgun,future
2071,710,1338,this girl  kungs vs. cookin' on 3 burners,kungs
2072,4758,5309,comedy,bo burnham
2073,3858,5839,nonchalant,6lack
2074,1281,3342,don’t go,skrillex
2075,1912,6026,terrified,childish gambino
2076,4967,6516,spice girl,aminé
2077,4813,1481,"fuck, i'm lonely",lauv
2078,2622,9331,hear it back,lil durk
2079,3804,351,dancing with a stranger,sam smith
2080,4847,4221,the code,king von
2081,1112,1694,titanic,juice wrld
2082,669,7874,anxiety,julia michaels
2083,152,9776,anywhere with you,maggie rogers
2084,1896,1096,wherever i go,onerepublic
2085,2959,11043,rather be,pentatonix
2086,4918,2417,from the ground up,dan + shay
2087,3358,6210,here comes the sun  remastered,the beatles
2088,1157,5724,untouchable,tritonal
2089,4413,6869,ok 4 now,lil skies
2090,3920,4776,watercolor eyes,lana del rey
2091,2148,2514,there's no way,lauv
2092,129,6153,grrrls,lizzo
2093,3660,8733,good ass intro,chance the rapper
2094,2027,2461,epiphany,taylor swift
2095,173,9337,the bakery,melanie martinez
2096,4705,3639,what a time,julia michaels
2097,2894,2465,top off,dj khaled
2098,1948,1631,"you're a mean one, mr. grinch",thurl ravenscroft
2099,1387,10104,in my life  remastered 2009,the beatles
2100,106,4602,la droga,bad bunny
2101,4447,6223,i hate everybody,halsey
2102,3723,476,lose you to love me,selena gomez
2103,1161,5477,777,joji
2104,1798,650,love me like you do,ellie goulding
2105,4400,3247,you were good to me,jeremy zucker
2106,3246,4248,put on a smile,bruno mars
2107,1506,945,how long,charlie puth
2108,4609,4954,bad con nicky,bad bunny
2109,4415,4901,freak,doja cat
2110,1801,9716,remington,the lumineers
2111,790,7622,lifestyle,jason derulo
2112,699,1617,dark times,the weeknd
2113,2738,700,santa baby,eartha kitt
2114,1078,10152,top priority,blackbear
2115,2919,1785,suvs (black on black),jack harlow
2116,112,210,leave the door open,bruno mars
2117,306,5770,any ol' barstool,jason aldean
2118,3889,5899,no flag,london on da track
2119,3312,6728,gang up,young thug
2120,2815,663,midnight rain,taylor swift
2121,4408,516,"...and to those i love, thanks for sticking around",$uicideboy$
2122,875,9927,you don't do it for me anymore,demi lovato
2123,643,1639,forget me too,machine gun kelly
2124,2920,8092,f.f.,lil uzi vert
2125,3708,38,the hills,the weeknd
2126,676,5050,moon river,frank ocean
2127,4027,7571,the way i am,charlie puth
2128,725,10414,changes,hazers
2129,282,10006,this town,kygo
2130,2184,10617,blackbird chain,beck
2131,557,7817,small talk,russ
2132,341,7293,made men,offset
2133,3342,2037,lights down low,max
2134,3123,8461,we going crazy,dj khaled
2135,1968,10729,welcome to your life,grouplove
2136,4844,9178,pop out,lil yachty
2137,3964,5539,brazil,declan mckenna
2138,964,2087,something in the way you move,ellie goulding
2139,4007,3923,not in the mood,lil tjay
2140,4599,8121,the feels,twice
2141,4213,3425,detox,lil baby
2142,3781,9168,jt,jon bellion
2143,944,9572,notifications,a boogie wit da hoodie
2144,4364,2846,how do i make you love me?,the weeknd
2145,131,8051,mink flow,future
2146,4002,555,often,the weeknd
2147,4887,7298,good grief,bastille
2148,3130,2195,runaway (u & i),galantis
2149,4317,7901,summertime blues,zach bryan
2150,521,679,praise god,kanye west
2151,1331,5964,"wine, beer, whiskey",little big town
2152,4271,5904,where it all begins,hunter hayes
2153,1105,1405,head & heart,joel corry
2154,4702,5871,i'm yours,jason mraz
2155,2165,10405,love story  us album version,taylor swift
2156,4072,828,i was never there,the weeknd
2157,3399,10789,really got it,jerreau
2158,3849,5577,the space program,a tribe called quest
2159,326,8708,somebody loves you,jeremy zucker
2160,3627,449,'till i collapse,eminem
2161,1445,3399,blank space,taylor swift
2162,323,2863,i knew you were trouble (taylor's version),taylor swift
2163,4040,7871,new national anthem,t.i.
2164,2498,7939,35.31,childish gambino
2165,3551,9956,4peat,xxxtentacion
2166,4882,7709,stay gold,bts
2167,3816,3153,pull up n wreck (with metro boomin),big sean
2168,3555,3652,talk dirty,jason derulo
2169,1629,9503,sneaky links,rod wave
2170,1537,668,hello,pop smoke
2171,810,3365,smoke break,chance the rapper
2172,264,7435,respect it,big sean
2173,1398,2686,dark knight dummo,trippie redd
2174,3584,4134,fifteen (taylor’s version),taylor swift
2175,2829,5114,crown the kings,migos
2176,2343,10799,nana,the 1975
2177,2473,9528,you & i,one direction
2178,2092,4563,yungen,rod wave
2179,349,321,pick up the phone,young thug
2180,3169,5997,go go,bts
2181,4816,8822,pray for you,jhené aiko
2182,2020,610,eazy  him & i,g
2183,3834,8021,3:15,bazzi
2184,3298,9320,malibu nights,lany
2185,1127,839,everybody wants to rule the world,tears for fears
2186,2080,3588,dhl,frank ocean
2187,4114,9632,angles,wale
2188,1664,70,eastside,benny blanco
2189,4550,11049,a little more,kaskade
2190,1755,53,7 rings,ariana grande
2191,1786,3742,slay3r,playboi carti
2192,3959,1799,ultralight beam,kanye west
2193,2073,3655,jet lag,future
2194,623,6689,juice wrld speaks 2,juice wrld
2195,3982,1441,despechá,rosalía
2196,1832,1199,labyrinth,taylor swift
2197,1985,3698,the other side (from trolls world tour),sza
2198,1356,4196,breathe deeper,tame impala
2199,63,5570,downtown's dead,sam hunt
2200,4374,7262,2000 miles  2007 remaster,pretenders
2201,68,8435,blame,bryson tiller
2202,3749,3771,staring at the sky,xxxtentacion
2203,3921,72,life is good,future
2204,299,9907,friends,flume
2205,2552,4348,feefa,6ix9ine
2206,4773,1071,moon,kanye west
2207,484,10623,good thing,sam smith
2208,2546,9090,concrete,lovejoy
2209,4676,4697,no halo,brockhampton
2210,4,469,therefore i am,billie eilish
2211,2937,4967,momma talk,"tyler, the creator"
2212,2106,1882,false alarm,the weeknd
2213,553,6574,5 grand at 8 to 1,$uicideboy$
2214,2768,5907,carry me away,john mayer
2215,179,4287,gotta lotta,2 chainz
2216,4574,1265,wonderful christmastime [edited version]  remastered 2011 / edited version,paul mccartney
2217,4356,2437,all to myself,dan + shay
2218,2131,10958,have you ever seen the rain,creedence clearwater revival
2219,363,2331,window pain  outro,j. cole
2220,1768,7100,voices in my head,a boogie wit da hoodie
2221,2958,8395,rush hour,mac miller
2222,1539,6528,freaky girls,megan thee stallion
2223,195,5133,potential,gucci mane
2224,3515,8938,the light,brockhampton
2225,1062,907,everybody,logic
2226,3474,4770,telepathy,bts
2227,3738,8124,cause for concern,lovejoy
2228,4047,1238,wyclef jean,young thug
2229,4172,6749,little dark age,mgmt
2230,220,7174,c'est la vie,yung gravy
2231,1308,8500,idk why,gunna
2232,4818,10540,hunt you down,kesha
2233,4744,9765,up down (feat. florida georgia line),morgan wallen
2234,3441,1885,te mudaste,bad bunny
2235,3252,10549,eazy  vengeance on my mind,g
2236,4624,583,codeine dreaming,kodak black
2237,1251,10171,bang bang,green day
2238,3372,6978,mad,solange
2239,1646,5616,too easy (remix),gunna
2240,2462,6428,let you,iann dior
2241,2752,6436,the christmas list,peggy lee
2242,987,9264,talking to myself,linkin park
2243,1039,8849,the outskirts,zach bryan
2244,621,2266,going down!,xxxtentacion
2245,1981,10845,jump around,house of pain
2246,1971,1138,takeaway,the chainsmokers
2247,2550,5354,trapped in the sun,future
2248,3124,10678,umbrella,rihanna
2249,2093,8635,stop playin,lil baby
2250,4910,8287,god bless america  and all the beautiful women in it,lana del rey
2251,845,10718,"one, two step",ciara
2252,1708,1784,collard greens,schoolboy q
2253,518,334,king's dead,jay rock
2254,3731,4096,3500,travis scott
2255,2543,3488,eye 2 eye,huncho jack
2256,3230,8375,dunno  recorded at spotify studios nyc,mac miller
2257,1195,8264,sugah daddy,d'angelo
2258,3914,79,wap,cardi b
2259,2422,9104,2drunk,nick jonas
2260,4019,3395,secure the bag,lil uzi vert
2261,1111,8029,high today,wiz khalifa
2262,3993,7620,10/10,rex orange county
2263,864,5740,tread carefully,sza
2264,4680,4825,man of the woods,justin timberlake
2265,3526,10905,lithium,nirvana
2266,2194,9615,better days,dermot kennedy
2267,2508,4959,chunky,bruno mars
2268,4412,2449,just like magic,ariana grande
2269,1237,3831,rich sex,nicki minaj
2270,616,6545,marie  birthday,anne
2271,4642,8917,drown,martin garrix
2272,4486,6373,diamond heart,lady gaga
2273,1173,8376,drop out,lil pump
2274,1390,1246,grammys,drake
2275,2033,2913,megatron,nicki minaj
2276,3413,3855,wasting time ( feat. drake ),brent faiyaz
2277,260,6525,maintain,belly
2278,2333,9212,roots,aminé
2279,2058,5783,open mic\\aquarius iii,logic
2280,4358,6892,blackstar,david bowie
2281,3159,4394,under the mistletoe,kelly clarkson
2282,3934,5750,promise u that,future
2283,4791,7132,cocaine,logic
2284,59,1040,wait,maroon 5
2285,3199,5785,all in,youngboy never broke again
2286,1148,9088,off the wall!,xxxtentacion
2287,3057,2236,snapback,old dominion
2288,3927,2856,ladders,mac miller
2289,3158,3496,anxiety  intro,juice wrld
2290,2187,4465,borderline,ariana grande
2291,1498,8804,case closed,young dolph
2292,2651,10318,drink a little beer,thomas rhett
2293,3859,4274,super mario world,logic
2294,3760,10046,eazy  running wild (tumblr girls 2),g
2295,2563,11029,the devil in i,slipknot
2296,3900,10369,only one,carlie hanson
2297,543,4366,a&t,21 savage
2298,2897,3001,gilded lily,cults
2299,1119,4145,down hill,drake
2300,79,9361,11 pm,maluma
2301,3548,5921,never change,trippie redd
2302,1486,2902,a lonely night,the weeknd
2303,550,6963,one time,nav
2304,2391,3362,clouds,nf
2305,1965,8129,ms. jackson,outkast
2306,3856,9943,outlawz,rick ross
2307,4530,620,one kiss,calvin harris
2308,4799,3441,hold on,lil tjay
2309,679,4720,biggest alley oop,quavo
2310,4052,167,look at me!,xxxtentacion
2311,2005,9039,fwm,lil yachty
2312,4532,1143,major distribution,drake
2313,2904,4614,mercy,brett young
2314,4970,1366,andrea,bad bunny
2315,1738,714,bellyache,billie eilish
2316,714,1230,toxic,boywithuke
2317,3332,7881,the scoop on heaven,mac miller
2318,792,6216,joanne,lady gaga
2319,4274,8874,alanis’ interlude,halsey
2320,240,6826,push it,nle choppa
2321,2389,3581,it's called: freefall,rainbow kitten surprise
2322,229,2200,filthy,justin timberlake
2323,1358,3717,she looks so perfect,5 seconds of summer
2324,988,3381,something in the water,carrie underwood
2325,4088,2965,god is,kanye west
2326,3,5696,diana,pop smoke
2327,3341,3700,lord pretty flacko jodye 2 (lpfj2),a$ap rocky
2328,1745,4745,just like you,nf
2329,859,906,this could be us,rae sremmurd
2330,3638,4065,sway,nexxthursday
2331,4278,6901,dos morritas,eslabon armado
2332,4564,9232,this is my year,dj khaled
2333,2723,9758,something to rap about,freddie gibbs
2334,2031,3919,be like me,lil pump
2335,28,1001,the 1,taylor swift
2336,3229,84,in my feelings,drake
2337,993,5599,this ain't that,trippie redd
2338,4321,942,waves,kanye west
2339,3398,2590,two high,moon taxi
2340,4699,8189,on that ass,jordi rivera
2341,525,8898,182  blame it on my youth,blink
2342,640,4084,go hard,juice wrld
2343,1109,1566,keke,6ix9ine
2344,1969,156,old town road  remix,lil nas x
2345,3073,8218,riverdale rd,2 chainz
2346,4116,2835,6 man,drake
2347,48,2696,yellow,coldplay
2348,4264,4824,belly (lil baby & gunna),lil baby
2349,3745,1421,slime belief,youngboy never broke again
2350,4506,4001,brown paper bag,migos
2351,1329,1912,somewhere on a beach,dierks bentley
2352,1690,702,close,nick jonas
2353,1336,9630,afterlife,hailee steinfeld
2354,3898,9580,i won,ty dolla $ign
2355,3819,1043,wonder,shawn mendes
2356,561,4997,i need you christmas,jonas brothers
2357,969,3838,used to love you,gwen stefani
2358,1064,3741,haciendo que me amas,bad bunny
2359,3165,4523,naked,doja cat
2360,719,8184,rockin' around the christmas tree,eddie rabbitt
2361,3499,7521,outerspace,don toliver
2362,2869,4573,100 miles and running (ft. wale & john lindahl),logic
2363,1309,341,7 years,lukas graham
2364,1923,5706,insane,summer walker
2365,3259,5293,molly hearts,trippie redd
2366,4575,6384,freak n you,dj khaled
2367,2973,840,delicate,taylor swift
2368,3113,4023,dicked down in dallas,trey lewis
2369,1533,10833,more of you,chris stapleton
2370,620,6205,mary jane's last dance,tom petty and the heartbreakers
2371,4502,4876,something big,shawn mendes
2372,4256,4801,loyalty before royalty,trippie redd
2373,4227,3747,move ya hips,a$ap ferg
2374,421,9883,back in time,marshmello
